canonical_id,dataset_component,food_category,food_name_source,food_name_clean,test_year,weight_g_per_MJ,protein_g_per_MJ,fat_g_per_MJ,avcho_g_per_MJ,sugar_g_per_MJ,fibre_g_per_MJ,GI_pct,GL_g_per_MJ,GS_pct,GS_sem,FII_pct,FII_sem,composition_basis_kJ,actual_test_energy_kJ,response_reference,harmonization_note,source_study,source_table,source_printed_page,source_row,source_doi,source_footnote
BAO2011-040,Bao 2011 published 121,Bakery products,"Panjacks (White Wings Shaker; White Wings Pty Ltd, North Ryde, Australia)","Panjacks (White Wings Shaker; White Wings Pty Ltd, North Ryde, Australia)",2003,121,5,3,48,17,2,67,32,67.0,10.0,58.0,6.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,40,10.3945/ajcn.110.005033,
BAO2011-041,Bao 2011 published 121,Bakery products,"Fat-free blueberry muffin (Krusteaz Wild Blueberry; Continental Mills Pty Ltd, Seattle, WA)","Fat-free blueberry muffin (Krusteaz Wild Blueberry; Continental Mills Pty Ltd, Seattle, WA)",2004,101,3,1,51,28,3,71,36,67.0,6.0,69.0,6.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,41,10.3945/ajcn.110.005033,
BAO2011-042,Bao 2011 published 121,Bakery products,"Blueberry Streusel Muffin (Duncan Hines Blueberry; Pinnacle Foods Group LLC, Peoria, IL)","Blueberry Streusel Muffin (Duncan Hines Blueberry; Pinnacle Foods Group LLC, Peoria, IL)",2004,79,4,7,41,22,1,55,22,62.0,7.0,69.0,11.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,42,10.3945/ajcn.110.005033,
BAO2011-043,Bao 2011 published 121,Bakery products,"Chocolate chip cookies (Arnotts Biscuits Ltd, Virginia, Australia)","Chocolate chip cookies (Arnotts Biscuits Ltd, Virginia, Australia)",1997,51,2,11,35,19,1,62,22,52.0,8.0,67.0,11.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,43,10.3945/ajcn.110.005033,
BAO2011-044,Bao 2011 published 121,Bakery products,"Croissants (Woolworth Supermarket Inc, Sydney, Australia)","Croissants (Woolworth Supermarket Inc, Sydney, Australia)",1997,66,6,12,29,3,2,67,19,52.0,6.0,58.0,10.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,44,10.3945/ajcn.110.005033,
BAO2011-045,Bao 2011 published 121,Bakery products,"Fat-free oatmeal raisin cookie (Archway Inc, Archway Cookies Inc, Battle Creek, MI)","Fat-free oatmeal raisin cookie (Archway Inc, Archway Cookies Inc, Battle Creek, MI)",2004,67,2,0,53,30,2,54,29,50.0,6.0,54.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,45,10.3945/ajcn.110.005033,
BAO2011-046,Bao 2011 published 121,Bakery products,"Reduced-fat chocolate chip cookie (Chips Ahoy; Kraft Foods Inc, USA)","Reduced-fat chocolate chip cookie (Chips Ahoy; Kraft Foods Inc, USA)",2004,53,3,9,36,15,2,50,18,47.0,6.0,49.0,5.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,46,10.3945/ajcn.110.005033,
BAO2011-047,Bao 2011 published 121,Bakery products,"Doughnuts with cinnamon sugar (Woolworth Supermarket Inc, Australia)","Doughnuts with cinnamon sugar (Woolworth Supermarket Inc, Australia)",1997,65,4,13,26,9,1,76,20,44.0,8.0,54.0,7.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,47,10.3945/ajcn.110.005033,
BAO2011-048,Bao 2011 published 121,Bakery products,"Chocolate cake brownie with frosting (White Wings Pty Ltd, Australia)","Chocolate cake brownie with frosting (White Wings Pty Ltd, Australia)",1997,64,4,12,30,20,1,38,11,39.0,10.0,60.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,48,10.3945/ajcn.110.005033,
BAO2011-049,Bao 2011 published 121,Bakery products,"Apple pie baked at 190(cid:3)C for 35 min (Sara Lee, Pymble, NSW, Australia)","Apple pie baked at 190(cid:3)C for 35 min (Sara Lee, Pymble, NSW, Australia)",2002,85,3,11,32,16,1,41,13,39.0,5.0,47.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,49,10.3945/ajcn.110.005033,
BAO2011-050,Bao 2011 published 121,Bakery products,"Cinnamon swirl pastry (Entenmanns Cinnamon Swirl Bun; Bimbo Bakeries USA, Horsham, PA)","Cinnamon swirl pastry (Entenmanns Cinnamon Swirl Bun; Bimbo Bakeries USA, Horsham, PA)",2004,63,4,10,31,14,2,40,12,39.0,4.0,42.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,50,10.3945/ajcn.110.005033,
BAO2011-051,Bao 2011 published 121,Bakery products,"Jatz crackers (Arnott’s Jatz, Virginia, Australia)","Jatz crackers (Arnott’s Jatz, Virginia, Australia)",2007,51,4,9,34,2,2,55,18,37.0,4.0,45.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,51,10.3945/ajcn.110.005033,
BAO2011-052,Bao 2011 published 121,Bakery products,Super Moist Yellow Cake with chocolate frosting (Betty Crocker; General Mills Inc),Super Moist Yellow Cake with chocolate frosting (Betty Crocker; General Mills Inc),2004,73,2,11,32,21,1,42,13,33.0,4.0,53.0,6.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,52,10.3945/ajcn.110.005033,
BAO2011-053,Bao 2011 published 121,Bakery products,"Honey-Raisin Bran muffin (Sun Maid, Kingsburg, CA)","Honey-Raisin Bran muffin (Sun Maid, Kingsburg, CA)",2004,64,3,8,38,23,3,56,21,32.0,4.0,37.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,53,10.3945/ajcn.110.005033,
BAO2011-054,Bao 2011 published 121,Bakery products,Regular Chocolate Chip Cookies (Chips Ahoy),Regular Chocolate Chip Cookies (Chips Ahoy),2004,49,3,12,30,15,2,50,15,21.0,4.0,33.0,3.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,987,54,10.3945/ajcn.110.005033,
BAO2011-055,Bao 2011 published 121,Fruit and fruit juice,"Peaches, canned in syrup (SPC; SPC Ardmona, Northmead, Australia)","Peaches, canned in syrup (SPC; SPC Ardmona, Northmead, Australia)",2007,346,1,2,56,53,4,58,32,67.0,5.0,65.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,55,10.3945/ajcn.110.005033,
BAO2011-056,Bao 2011 published 121,Fruit and fruit juice,"Honeydew melon (raw, Australia)","Honeydew melon (raw, Australia)",2006,714,5,2,46,46,1,62,29,62.0,8.0,93.0,15.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,56,10.3945/ajcn.110.005033,
BAO2011-057,Bao 2011 published 121,Fruit and fruit juice,"Raspberry jam (Cottees; Cottee Inc, Southbank, Australia)","Raspberry jam (Cottees; Cottee Inc, Southbank, Australia)",2005,88,0,0,59,59,1,51,30,58.0,8.0,62.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,57,10.3945/ajcn.110.005033,
BAO2011-058,Bao 2011 published 121,Fruit and fruit juice,"Bananas, raw, peeled (Australia)","Bananas, raw, peeled (Australia)",1997,279,3,0,56,47,6,52,29,55.0,7.0,59.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,58,10.3945/ajcn.110.005033,
BAO2011-059,Bao 2011 published 121,Fruit and fruit juice,"Seedless raisins (Sunbeam; Sunbeam Food Inc, Irymple, Australia)","Seedless raisins (Sunbeam; Sunbeam Food Inc, Irymple, Australia)",2006,72,2,1,56,55,4,64,36,54.0,7.0,31.0,5.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,59,10.3945/ajcn.110.005033,
BAO2011-060,Bao 2011 published 121,Fruit and fruit juice,"Orange juice, concentrate (Mr Juicy, Bulimba, Australia)","Orange juice, concentrate (Mr Juicy, Bulimba, Australia)",2007,625,3,0,53,53,1,53,28,53.0,6.0,55.0,7.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,60,10.3945/ajcn.110.005033,
BAO2011-061,Bao 2011 published 121,Fruit and fruit juice,"Apple juice (Berrivale Orchards Inc, Berrimah, Australia)","Apple juice (Berrivale Orchards Inc, Berrimah, Australia)",1999,588,0,0,59,59,0,39,23,53.0,5.0,47.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,61,10.3945/ajcn.110.005033,
BAO2011-062,Bao 2011 published 121,Fruit and fruit juice,"Black grapes, raw, fresh (Australia)","Black grapes, raw, fresh (Australia)",1997,395,1,0,57,57,4,50,28,52.0,6.0,60.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,62,10.3945/ajcn.110.005033,
BAO2011-063,Bao 2011 published 121,Fruit and fruit juice,"Peaches, canned in juice (SPC Ardmona, Australia)","Peaches, canned in juice (SPC Ardmona, Australia)",2007,485,2,1,55,42,6,40,22,50.0,6.0,54.0,10.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,63,10.3945/ajcn.110.005033,
BAO2011-064,Bao 2011 published 121,Fruit and fruit juice,"Apples, Red Delicious, raw (Australia)","Apples, Red Delicious, raw (Australia)",1997,435,1,0,58,57,9,36,21,35.0,4.0,43.0,3.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,64,10.3945/ajcn.110.005033,
BAO2011-065,Bao 2011 published 121,Fruit and fruit juice,"Oranges, raw, peeled (Australia)","Oranges, raw, peeled (Australia)",1997,625,7,1,51,51,13,42,21,27.0,5.0,44.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,65,10.3945/ajcn.110.005033,
BAO2011-066,Bao 2011 published 121,Fruit and fruit juice,"Avocado, raw, peeled (USA)","Avocado, raw, peeled (USA)",2002,112,2,25,0,0,2,0,0,1.0,1.0,4.0,1.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,66,10.3945/ajcn.110.005033,
BAO2011-067,Bao 2011 published 121,Vegetables,"Carrot juice, freshly extracted (Australia)","Carrot juice, freshly extracted (Australia)",2006,762,6,1,41,41,24,43,18,44.0,5.0,41.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,67,10.3945/ajcn.110.005033,
BAO2011-068,Bao 2011 published 121,Vegetables,"Frozen corn (McCain Super; McCain Foods Pty Ltd, Baulkham Hills, Australia)","Frozen corn (McCain Super; McCain Foods Pty Ltd, Baulkham Hills, Australia)",2006,222,6,3,43,10,7,47,20,36.0,4.0,39.0,7.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,68,10.3945/ajcn.110.005033,
BAO2011-069,Bao 2011 published 121,Vegetables,"Tomato pasta sauce (Paul Newman, Sydney, Australia)","Tomato pasta sauce (Paul Newman, Sydney, Australia)",2006,445,6,8,38,34,0,31,12,34.0,2.0,41.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,69,10.3945/ajcn.110.005033,
BAO2011-070,Bao 2011 published 121,Vegetables,"Coleslaw, commercial (Coles Supermarkets Ltd, Australia)","Coleslaw, commercial (Coles Supermarkets Ltd, Australia)",2002,252,5,10,34,33,7,39,13,20.0,5.0,20.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,70,10.3945/ajcn.110.005033,
BAO2011-071,Bao 2011 published 121,Snack foods,"97% Fat-free pretzels (Parkers; The Smith’s Snackfood Company, Chatswood, Australia)","97% Fat-free pretzels (Parkers; The Smith’s Snackfood Company, Chatswood, Australia)",2004,63,6,2,50,2,3,84,42,85.0,7.0,74.0,12.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,71,10.3945/ajcn.110.005033,
BAO2011-072,Bao 2011 published 121,Snack foods,"Jellybeans (Grocery Wholesalers Inc, Australia)","Jellybeans (Grocery Wholesalers Inc, Australia)",1997,88,3,0,56,45,0,78,44,83.0,13.0,117.0,12.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,72,10.3945/ajcn.110.005033,
BAO2011-073,Bao 2011 published 121,Snack foods,"Sherbet (Frosty Fruits orange mango splits; Nestle Pty Ltd, Australia)","Sherbet (Frosty Fruits orange mango splits; Nestle Pty Ltd, Australia)",2007,217,3,3,50,48,0,59,30,61.0,7.0,76.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,73,10.3945/ajcn.110.005033,
BAO2011-074,Bao 2011 published 121,Snack foods,"Mars Bar (Mars Confectionary Inc, Auburn, Australia)","Mars Bar (Mars Confectionary Inc, Auburn, Australia)",1997,54,3,9,38,37,2,62,23,55.0,9.0,89.0,11.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,74,10.3945/ajcn.110.005033,
BAO2011-075,Bao 2011 published 121,Snack foods,"French fries (McCain’s Foods Inc, Australia)","French fries (McCain’s Foods Inc, Australia)",1997,93,4,9,37,2,4,70,26,50.0,11.0,54.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,75,10.3945/ajcn.110.005033,
BAO2011-076,Bao 2011 published 121,Snack foods,"Popcorn (Uncle Toby’s Inc, Australia)","Popcorn (Uncle Toby’s Inc, Australia)",1997,52,5,13,27,2,6,66,18,43.0,11.0,39.0,7.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,76,10.3945/ajcn.110.005033,
BAO2011-077,Bao 2011 published 121,Snack foods,"40% Reduced-fat potato chips (Cape Cod Potato Chip Company, Hyannis, MA)","40% Reduced-fat potato chips (Cape Cod Potato Chip Company, Hyannis, MA)",2004,51,4,11,31,2,2,60,19,40.0,5.0,51.0,6.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,77,10.3945/ajcn.110.005033,
BAO2011-078,Bao 2011 published 121,Snack foods,"McDonald’s French fries (McDonald’s Inc, Australia)","McDonald’s French fries (McDonald’s Inc, Australia)",2002,76,3,13,26,1,3,70,18,39.0,5.0,57.0,6.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,78,10.3945/ajcn.110.005033,
BAO2011-079,Bao 2011 published 121,Snack foods,"Potato chips (The Smith’s Snackfood Company, Australia)","Potato chips (The Smith’s Snackfood Company, Australia)",1997,44,3,16,22,0,2,60,13,36.0,6.0,45.0,10.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,79,10.3945/ajcn.110.005033,
BAO2011-080,Bao 2011 published 121,Snack foods,"Corn chips (The Smith’s Snackfood Company, Australia)","Corn chips (The Smith’s Snackfood Company, Australia)",1999,46,3,13,24,1,5,42,10,32.0,4.0,45.0,5.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,80,10.3945/ajcn.110.005033,
