catalog_version,source_record_id,use,status,reasons
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-047,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-047,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-047,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-047,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-048,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-048,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-048,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-048,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-049,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-049,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-049,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-049,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-050,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-050,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-050,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-050,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-051,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-051,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-051,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-051,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-052,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-052,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-052,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-052,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-053,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-053,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-053,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-053,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-054,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-054,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-054,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-054,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-055,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-055,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-055,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-055,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-056,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-056,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-056,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-056,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-057,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-057,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-057,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-057,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-058,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-058,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-058,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-058,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-059,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-059,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-059,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-059,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-060,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-060,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-060,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-060,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-061,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-061,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-061,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-061,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-062,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-062,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-062,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-062,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-063,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-063,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-063,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-063,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-064,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-064,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-064,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-064,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-065,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-065,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-065,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-065,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-066,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-066,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-066,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-066,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-067,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-067,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-067,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-067,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-068,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-068,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-068,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-068,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-069,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-069,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-069,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-069,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-070,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-070,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-070,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-070,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-071,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-071,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-071,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-071,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-072,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-072,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-072,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-072,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-073,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-073,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-073,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-073,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-074,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-074,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-074,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-074,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-075,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-075,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-075,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-075,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-076,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-076,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-076,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-076,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-077,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-077,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-077,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-077,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-078,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-078,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-078,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-078,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-079,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-079,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-079,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-079,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-080,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-080,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-080,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-080,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-081,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-081,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-081,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-081,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-082,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-082,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-082,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-082,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-083,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-083,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-083,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-083,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-084,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-084,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-084,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-084,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-085,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-085,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-085,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-085,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-086,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-086,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-086,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-086,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-087,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-087,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-087,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-087,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-088,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-088,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-088,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-088,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-089,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-089,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-089,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-089,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-090,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-090,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-090,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-090,gi_gl_calculation,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-091,composition_energy,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-091,experimental_fii_input,candidate,attributed_glucose_reference_1000_kj
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-091,fibre_context,candidate,source_field_present
r2_sha256_6db5357ae368981b1e2781a2a2402d60d63850e7b59c63e757b654a39bdc51d9,BAO2011-091,gi_gl_calculation,candidate,source_field_present
